Batch Name,Number of Ballots
KENT COUNTY WALKER CITY 02005,584
KENT COUNTY WALKER CITY 02006,591
KENT COUNTY WALKER CITY 03007,614
KENT COUNTY WALKER CITY 03008,544
KENT COUNTY WALKER CITY 03009,613
KENT COUNTY WYOMING CITY 01001,568
KENT COUNTY WYOMING CITY 01002,395
KENT COUNTY WYOMING CITY 01003,653
KENT COUNTY WYOMING CITY 01004,613
KENT COUNTY WYOMING CITY 01005,643
KENT COUNTY WYOMING CITY 01006,467
KENT COUNTY WYOMING CITY 01007,591
KENT COUNTY WYOMING CITY 01008,382
KENT COUNTY WYOMING CITY 01009,696
KENT COUNTY WYOMING CITY 02010,476
KENT COUNTY WYOMING CITY 02011,434
KENT COUNTY WYOMING CITY 02012,402
KENT COUNTY WYOMING CITY 02013,504
KENT COUNTY WYOMING CITY 02014,355
KENT COUNTY WYOMING CITY 02015,289
KENT COUNTY WYOMING CITY 02016,411
KENT COUNTY WYOMING CITY 02017,608
KENT COUNTY WYOMING CITY 02018,370
KENT COUNTY WYOMING CITY 02019,575
KENT COUNTY WYOMING CITY 02020,602
KENT COUNTY WYOMING CITY 03021,706
KENT COUNTY WYOMING CITY 03022,407
KENT COUNTY WYOMING CITY 03023,703
KENT COUNTY WYOMING CITY 03024,708
KENT COUNTY WYOMING CITY 03025,512
KENT COUNTY WYOMING CITY 03026,390
KENT COUNTY WYOMING CITY 03027,370
KENT COUNTY WYOMING CITY 03028,614
KENT COUNTY WYOMING CITY 03029,499
KENT COUNTY WYOMING CITY 03030,618
KEWEENAW COUNTY ALLOUEZ TOWNSHIP 00001,385
KEWEENAW COUNTY EAGLE HARBOR TOWNSHIP 00001,79
KEWEENAW COUNTY GRANT TOWNSHIP 00001,74
KEWEENAW COUNTY HOUGHTON TOWNSHIP 00001,26
KEWEENAW COUNTY SHERMAN TOWNSHIP 00001,26
LAKE COUNTY CHASE TOWNSHIP 00001,255
LAKE COUNTY CHERRY VALLEY TOWNSHIP 00002,117
LAKE COUNTY DOVER TOWNSHIP 00003,92
LAKE COUNTY EDEN TOWNSHIP 00004,122
LAKE COUNTY ELK TOWNSHIP 00005,271
LAKE COUNTY ELLSWORTH TOWNSHIP 00006,187
LAKE COUNTY LAKE TOWNSHIP 00007,221
LAKE COUNTY NEWKIRK TOWNSHIP 00008,143
LAKE COUNTY PEACOCK TOWNSHIP 00010,109
LAKE COUNTY PINORA TOWNSHIP 00011,168
LAKE COUNTY PLEASANT PLAINS TOWNSHIP 00012,406
LAKE COUNTY SAUBLE TOWNSHIP 00015,104
LAKE COUNTY SWEETWATER TOWNSHIP 00016,61
LAKE COUNTY WEBBER TOWNSHIP 00017,346
LAKE COUNTY YATES TOWNSHIP 00019,243
LAPEER COUNTY ALMONT TOWNSHIP 00001,677
LAPEER COUNTY ALMONT TOWNSHIP 00002,869
LAPEER COUNTY ARCADIA TOWNSHIP 00001,750
LAPEER COUNTY ATTICA TOWNSHIP 00001,541
LAPEER COUNTY ATTICA TOWNSHIP 00002,582
LAPEER COUNTY BROWN CITY CITY 00001,1
LAPEER COUNTY BURLINGTON TOWNSHIP 00001,320
LAPEER COUNTY BURNSIDE TOWNSHIP 00001,410
LAPEER COUNTY DEERFIELD TOWNSHIP 00001,632
LAPEER COUNTY DEERFIELD TOWNSHIP 00002,690
LAPEER COUNTY DRYDEN TOWNSHIP 00001,594
LAPEER COUNTY DRYDEN TOWNSHIP 00002,572
LAPEER COUNTY ELBA TOWNSHIP 00001,348
LAPEER COUNTY ELBA TOWNSHIP 00002,435
LAPEER COUNTY ELBA TOWNSHIP 00003,494
LAPEER COUNTY GOODLAND TOWNSHIP 00001,422
LAPEER COUNTY HADLEY TOWNSHIP 00001,677
LAPEER COUNTY HADLEY TOWNSHIP 00002,455
LAPEER COUNTY IMLAY TOWNSHIP 00001,724
LAPEER COUNTY IMLAY CITY CITY 00001,319
LAPEER COUNTY IMLAY CITY CITY 00002,417
LAPEER COUNTY LAPEER CITY 01001,515
LAPEER COUNTY LAPEER CITY 01002,390
LAPEER COUNTY LAPEER CITY 01003,386
LAPEER COUNTY LAPEER CITY 01004,537
LAPEER COUNTY LAPEER TOWNSHIP 00001,463
LAPEER COUNTY LAPEER TOWNSHIP 00002,756
LAPEER COUNTY MARATHON TOWNSHIP 00001,590
LAPEER COUNTY MARATHON TOWNSHIP 00002,482
LAPEER COUNTY MAYFIELD TOWNSHIP 00001,626
LAPEER COUNTY MAYFIELD TOWNSHIP 00002,522
LAPEER COUNTY MAYFIELD TOWNSHIP 00003,744
LAPEER COUNTY METAMORA TOWNSHIP 00001,599
LAPEER COUNTY METAMORA TOWNSHIP 00002,462
LAPEER COUNTY NORTH BRANCH TOWNSHIP 00001,834
LAPEER COUNTY OREGON TOWNSHIP 00001,686
LAPEER COUNTY OREGON TOWNSHIP 00002,720
LAPEER COUNTY RICH TOWNSHIP 00001,342
LEELANAU COUNTY BINGHAM TOWNSHIP 00001,705
LEELANAU COUNTY CENTERVILLE TOWNSHIP 00001,337
LEELANAU COUNTY CLEVELAND TOWNSHIP 00001,305
LEELANAU COUNTY ELMWOOD TOWNSHIP 00001,808
LEELANAU COUNTY ELMWOOD TOWNSHIP 00002,464
LEELANAU COUNTY EMPIRE TOWNSHIP 00001,360
LEELANAU COUNTY GLEN ARBOR TOWNSHIP 00001,271
LEELANAU COUNTY KASSON TOWNSHIP 00001,401
LEELANAU COUNTY LEELANAU TOWNSHIP 00001,650
LEELANAU COUNTY LELAND TOWNSHIP 00001,586
LEELANAU COUNTY SOLON TOWNSHIP 00001,419
LEELANAU COUNTY SUTTONS BAY TOWNSHIP 00001,794
LEELANAU COUNTY TRAVERSE CITY CITY 00004,85
LENAWEE COUNTY ADRIAN CITY 00001,704
LENAWEE COUNTY ADRIAN CITY 00002,667
LENAWEE COUNTY ADRIAN CITY 00003,657
LENAWEE COUNTY ADRIAN CITY 00004,708
LENAWEE COUNTY ADRIAN CITY 00005,749
LENAWEE COUNTY ADRIAN CITY 00006,730
LENAWEE COUNTY ADRIAN TOWNSHIP 00001,787
LENAWEE COUNTY ADRIAN TOWNSHIP 00002,771
LENAWEE COUNTY BLISSFIELD TOWNSHIP 00001,152
LENAWEE COUNTY BLISSFIELD TOWNSHIP 00002,778
LENAWEE COUNTY CAMBRIDGE TOWNSHIP 00001,542
LENAWEE COUNTY CAMBRIDGE TOWNSHIP 00002,497
LENAWEE COUNTY CAMBRIDGE TOWNSHIP 00003,388
LENAWEE COUNTY CLINTON TOWNSHIP 00001,300
LENAWEE COUNTY CLINTON TOWNSHIP 00002,549
LENAWEE COUNTY DEERFIELD TOWNSHIP 00001,345
LENAWEE COUNTY DOVER TOWNSHIP 00001,393
LENAWEE COUNTY FAIRFIELD TOWNSHIP 00001,390
LENAWEE COUNTY FRANKLIN TOWNSHIP 00001,752
LENAWEE COUNTY HUDSON CITY 00001,471
LENAWEE COUNTY HUDSON TOWNSHIP 00001,362
LENAWEE COUNTY MACON TOWNSHIP 00001,327
LENAWEE COUNTY MADISON CHARTER TOWNSHIP 00001,637
LENAWEE COUNTY MADISON CHARTER TOWNSHIP 00002,457
LENAWEE COUNTY MADISON CHARTER TOWNSHIP 00003,400
LENAWEE COUNTY MEDINA TOWNSHIP 00001,266
LENAWEE COUNTY MORENCI CITY 00001,517
LENAWEE COUNTY OGDEN TOWNSHIP 00001,226
LENAWEE COUNTY PALMYRA TOWNSHIP 00001,499
LENAWEE COUNTY RAISIN TOWNSHIP 00001,733
LENAWEE COUNTY RAISIN TOWNSHIP 00002,518
LENAWEE COUNTY RAISIN TOWNSHIP 00003,596
LENAWEE COUNTY RIDGEWAY TOWNSHIP 00001,349
LENAWEE COUNTY RIGA TOWNSHIP 00001,327
LENAWEE COUNTY ROLLIN TOWNSHIP 00001,762
LENAWEE COUNTY ROME TOWNSHIP 00001,435
LENAWEE COUNTY SENECA TOWNSHIP 00001,265
LENAWEE COUNTY TECUMSEH CITY 01001,512
LENAWEE COUNTY TECUMSEH CITY 01002,479
LENAWEE COUNTY TECUMSEH CITY 01003,527
LENAWEE COUNTY TECUMSEH CITY 01004,526
LENAWEE COUNTY TECUMSEH TOWNSHIP 00001,532
LENAWEE COUNTY WOODSTOCK TOWNSHIP 00001,907
LIVINGSTON COUNTY BRIGHTON CITY 00001,539
LIVINGSTON COUNTY BRIGHTON CITY 00002,456
LIVINGSTON COUNTY BRIGHTON CITY 00003,483
LIVINGSTON COUNTY BRIGHTON CITY 00004,361
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00001,534
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00002,475
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00003,491
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00004,438
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00005,302
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00006,671
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00007,567
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00008,372
LIVINGSTON COUNTY BRIGHTON CHARTER TOWNSHIP 00009,780
LIVINGSTON COUNTY COHOCTAH TOWNSHIP 00001,787
LIVINGSTON COUNTY CONWAY TOWNSHIP 00001,797
LIVINGSTON COUNTY DEERFIELD TOWNSHIP 00001,489
LIVINGSTON COUNTY DEERFIELD TOWNSHIP 00002,543
LIVINGSTON COUNTY GENOA TOWNSHIP 00001,591
LIVINGSTON COUNTY GENOA TOWNSHIP 00002,319
LIVINGSTON COUNTY GENOA TOWNSHIP 00003,574
LIVINGSTON COUNTY GENOA TOWNSHIP 00004,423
LIVINGSTON COUNTY GENOA TOWNSHIP 00005,301
LIVINGSTON COUNTY GENOA TOWNSHIP 00006,710
LIVINGSTON COUNTY GENOA TOWNSHIP 00007,341
LIVINGSTON COUNTY GENOA TOWNSHIP 00008,413
LIVINGSTON COUNTY GENOA TOWNSHIP 00009,481
LIVINGSTON COUNTY GENOA TOWNSHIP 00010,470
LIVINGSTON COUNTY GENOA TOWNSHIP 00011,217
LIVINGSTON COUNTY GENOA TOWNSHIP 00013,235
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00001,658
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00002,491
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00003,628
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00004,638
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00005,552
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00006,590
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00007,341
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00008,477
LIVINGSTON COUNTY GREEN OAK TOWNSHIP 00009,329
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00001,864
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00002,652
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00003,749
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00004,672
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00005,603
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00006,806
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00007,469
LIVINGSTON COUNTY HAMBURG TOWNSHIP 00008,410
LIVINGSTON COUNTY HANDY TOWNSHIP 00001,506
LIVINGSTON COUNTY HANDY TOWNSHIP 00002,629
LIVINGSTON COUNTY HANDY TOWNSHIP 00003,725
LIVINGSTON COUNTY HARTLAND TOWNSHIP 00001,677
LIVINGSTON COUNTY HARTLAND TOWNSHIP 00002,770
LIVINGSTON COUNTY HARTLAND TOWNSHIP 00003,842
LIVINGSTON COUNTY HARTLAND TOWNSHIP 00004,694
LIVINGSTON COUNTY HARTLAND TOWNSHIP 00005,528
LIVINGSTON COUNTY HOWELL CITY 00001,731
LIVINGSTON COUNTY HOWELL CITY 00002,691
LIVINGSTON COUNTY HOWELL CITY 00003,767
LIVINGSTON COUNTY HOWELL TOWNSHIP 00001,576
LIVINGSTON COUNTY HOWELL TOWNSHIP 00002,640
LIVINGSTON COUNTY HOWELL TOWNSHIP 00003,539
LIVINGSTON COUNTY IOSCO TOWNSHIP 00001,385
LIVINGSTON COUNTY IOSCO TOWNSHIP 00002,490
LIVINGSTON COUNTY MARION TOWNSHIP 00001,679
LIVINGSTON COUNTY MARION TOWNSHIP 00002,761
LIVINGSTON COUNTY MARION TOWNSHIP 00003,483
LIVINGSTON COUNTY MARION TOWNSHIP 00004,706
LIVINGSTON COUNTY OCEOLA TOWNSHIP 00001,706
LIVINGSTON COUNTY OCEOLA TOWNSHIP 00002,765
LIVINGSTON COUNTY OCEOLA TOWNSHIP 00003,863
LIVINGSTON COUNTY OCEOLA TOWNSHIP 00004,556
LIVINGSTON COUNTY OCEOLA TOWNSHIP 00005,402
LIVINGSTON COUNTY PUTNAM TOWNSHIP 00001,414
LIVINGSTON COUNTY PUTNAM TOWNSHIP 00002,603
LIVINGSTON COUNTY PUTNAM TOWNSHIP 00003,506
LIVINGSTON COUNTY PUTNAM TOWNSHIP 00004,387
LIVINGSTON COUNTY TYRONE TOWNSHIP 00001,712
LIVINGSTON COUNTY TYRONE TOWNSHIP 00002,704
LIVINGSTON COUNTY TYRONE TOWNSHIP 00003,680
LIVINGSTON COUNTY TYRONE TOWNSHIP 00004,662
LIVINGSTON COUNTY UNADILLA TOWNSHIP 00001,779
LUCE COUNTY COLUMBUS TOWNSHIP 00001,53
LUCE COUNTY LAKEFIELD TOWNSHIP 00001,282
LUCE COUNTY MCMILLAN TOWNSHIP 00001,629
LUCE COUNTY PENTLAND TOWNSHIP 00001,352
MACKINAC COUNTY BOIS BLANC TOWNSHIP 00001,34
MACKINAC COUNTY BREVORT TOWNSHIP 00001,137
MACKINAC COUNTY CLARK TOWNSHIP 00001,519
MACKINAC COUNTY GARFIELD TOWNSHIP 00001,141
MACKINAC COUNTY GARFIELD TOWNSHIP 00002,132
MACKINAC COUNTY HENDRICKS TOWNSHIP 00001,33
MACKINAC COUNTY HUDSON TOWNSHIP 00001,51
MACKINAC COUNTY MACKINAC ISLAND CITY 00001,239
MACKINAC COUNTY MARQUETTE TOWNSHIP 00001,151
MACKINAC COUNTY MORAN TOWNSHIP 00001,280
MACKINAC COUNTY NEWTON TOWNSHIP 00001,116
MACKINAC COUNTY PORTAGE TOWNSHIP 00001,236
MACKINAC COUNTY ST IGNACE CITY 00001,639
MACKINAC COUNTY ST IGNACE TOWNSHIP 00001,213
MACOMB COUNTY ARMADA TOWNSHIP 00001,768
MACOMB COUNTY ARMADA TOWNSHIP 00002,462
MACOMB COUNTY BRUCE TOWNSHIP 00001,413
MACOMB COUNTY BRUCE TOWNSHIP 00002,682
MACOMB COUNTY BRUCE TOWNSHIP 00003,494
MACOMB COUNTY BRUCE TOWNSHIP 00004,493
MACOMB COUNTY CENTER LINE CITY 00001,403
MACOMB COUNTY CENTER LINE CITY 00002,366
MACOMB COUNTY CENTER LINE CITY 00003,622
MACOMB COUNTY CENTER LINE CITY 00004,277
MACOMB COUNTY CENTER LINE CITY 00005,266
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00001,546
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00002,607
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00003,456
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00004,500
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00005,549
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00006,508
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00007,414
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00008,463
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00009,599
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00010,658
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00011,512
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00012,743
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00013,643
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00014,374
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00015,637
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00016,446
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00017,603
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00018,390
MACOMB COUNTY CHESTERFIELD TOWNSHIP 00019,475
MACOMB COUNTY CLINTON TOWNSHIP 00001,457
MACOMB COUNTY CLINTON TOWNSHIP 00002,237
MACOMB COUNTY CLINTON TOWNSHIP 00003,730
MACOMB COUNTY CLINTON TOWNSHIP 00004,175
MACOMB COUNTY CLINTON TOWNSHIP 00005,554
MACOMB COUNTY CLINTON TOWNSHIP 00006,646
MACOMB COUNTY CLINTON TOWNSHIP 00007,280
MACOMB COUNTY CLINTON TOWNSHIP 00008,487
MACOMB COUNTY CLINTON TOWNSHIP 00009,334
MACOMB COUNTY CLINTON TOWNSHIP 00010,362
MACOMB COUNTY CLINTON TOWNSHIP 00011,599
MACOMB COUNTY CLINTON TOWNSHIP 00012,291
MACOMB COUNTY CLINTON TOWNSHIP 00013,719
MACOMB COUNTY CLINTON TOWNSHIP 00014,222
MACOMB COUNTY CLINTON TOWNSHIP 00015,416
MACOMB COUNTY CLINTON TOWNSHIP 00016,567
MACOMB COUNTY CLINTON TOWNSHIP 00017,414
MACOMB COUNTY CLINTON TOWNSHIP 00018,404
MACOMB COUNTY CLINTON TOWNSHIP 00019,373
MACOMB COUNTY CLINTON TOWNSHIP 00020,213
MACOMB COUNTY CLINTON TOWNSHIP 00021,294
MACOMB COUNTY CLINTON TOWNSHIP 00022,725
MACOMB COUNTY CLINTON TOWNSHIP 00023,599
MACOMB COUNTY CLINTON TOWNSHIP 00024,340
MACOMB COUNTY CLINTON TOWNSHIP 00025,542
MACOMB COUNTY CLINTON TOWNSHIP 00026,520
MACOMB COUNTY CLINTON TOWNSHIP 00027,401
MACOMB COUNTY CLINTON TOWNSHIP 00028,834
MACOMB COUNTY CLINTON TOWNSHIP 00029,533
MACOMB COUNTY CLINTON TOWNSHIP 00030,523
MACOMB COUNTY CLINTON TOWNSHIP 00031,623
MACOMB COUNTY CLINTON TOWNSHIP 00032,296
MACOMB COUNTY CLINTON TOWNSHIP 00033,945
MACOMB COUNTY CLINTON TOWNSHIP 00034,853
MACOMB COUNTY CLINTON TOWNSHIP 00035,703
MACOMB COUNTY CLINTON TOWNSHIP 00036,642
MACOMB COUNTY CLINTON TOWNSHIP 00037,670
MACOMB COUNTY CLINTON TOWNSHIP 00038,367
MACOMB COUNTY CLINTON TOWNSHIP 00039,380
MACOMB COUNTY CLINTON TOWNSHIP 00040,634
MACOMB COUNTY CLINTON TOWNSHIP 00041,561
MACOMB COUNTY CLINTON TOWNSHIP 00042,793
MACOMB COUNTY CLINTON TOWNSHIP 00043,249
MACOMB COUNTY CLINTON TOWNSHIP 00044,779
MACOMB COUNTY CLINTON TOWNSHIP 00045,495
MACOMB COUNTY CLINTON TOWNSHIP 00046,845
MACOMB COUNTY EASTPOINTE CITY 00001,478
MACOMB COUNTY EASTPOINTE CITY 00002,673
MACOMB COUNTY EASTPOINTE CITY 00003,645
MACOMB COUNTY EASTPOINTE CITY 00004,623
MACOMB COUNTY EASTPOINTE CITY 00005,639
MACOMB COUNTY EASTPOINTE CITY 00006,701
MACOMB COUNTY EASTPOINTE CITY 00007,566
MACOMB COUNTY EASTPOINTE CITY 00008,654
MACOMB COUNTY EASTPOINTE CITY 00009,462
MACOMB COUNTY EASTPOINTE CITY 00010,474
MACOMB COUNTY EASTPOINTE CITY 00011,583
MACOMB COUNTY EASTPOINTE CITY 00012,751
MACOMB COUNTY EASTPOINTE CITY 00013,245
MACOMB COUNTY EASTPOINTE CITY 00014,474
MACOMB COUNTY FRASER CITY 00001,379
MACOMB COUNTY FRASER CITY 00002,536
MACOMB COUNTY FRASER CITY 00003,667
MACOMB COUNTY FRASER CITY 00004,603
MACOMB COUNTY FRASER CITY 00005,219
MACOMB COUNTY FRASER CITY 00006,573
MACOMB COUNTY FRASER CITY 00007,412
MACOMB COUNTY HARRISON TOWNSHIP 00001,648
MACOMB COUNTY HARRISON TOWNSHIP 00002,759
MACOMB COUNTY HARRISON TOWNSHIP 00003,580
MACOMB COUNTY HARRISON TOWNSHIP 00004,695
MACOMB COUNTY HARRISON TOWNSHIP 00005,554
MACOMB COUNTY HARRISON TOWNSHIP 00006,675
MACOMB COUNTY HARRISON TOWNSHIP 00007,566
MACOMB COUNTY HARRISON TOWNSHIP 00008,537
MACOMB COUNTY HARRISON TOWNSHIP 00009,629
MACOMB COUNTY HARRISON TOWNSHIP 00010,488
MACOMB COUNTY LENOX TOWNSHIP 00001,382
MACOMB COUNTY LENOX TOWNSHIP 00002,679
MACOMB COUNTY LENOX TOWNSHIP 00003,782
MACOMB COUNTY LENOX TOWNSHIP 00004,380
MACOMB COUNTY MACOMB TOWNSHIP 00001,459
MACOMB COUNTY MACOMB TOWNSHIP 00002,520
MACOMB COUNTY MACOMB TOWNSHIP 00003,503
MACOMB COUNTY MACOMB TOWNSHIP 00004,517
MACOMB COUNTY MACOMB TOWNSHIP 00005,695
MACOMB COUNTY MACOMB TOWNSHIP 00006,480
MACOMB COUNTY MACOMB TOWNSHIP 00007,457
MACOMB COUNTY MACOMB TOWNSHIP 00008,488
MACOMB COUNTY MACOMB TOWNSHIP 00009,360
MACOMB COUNTY MACOMB TOWNSHIP 00010,579
MACOMB COUNTY MACOMB TOWNSHIP 00011,615
MACOMB COUNTY MACOMB TOWNSHIP 00012,555
MACOMB COUNTY MACOMB TOWNSHIP 00013,529
MACOMB COUNTY MACOMB TOWNSHIP 00014,559
MACOMB COUNTY MACOMB TOWNSHIP 00015,587
MACOMB COUNTY MACOMB TOWNSHIP 00016,715
MACOMB COUNTY MACOMB TOWNSHIP 00017,705
MACOMB COUNTY MACOMB TOWNSHIP 00018,529
MACOMB COUNTY MACOMB TOWNSHIP 00019,451
MACOMB COUNTY MACOMB TOWNSHIP 00020,510
MACOMB COUNTY MACOMB TOWNSHIP 00021,671
MACOMB COUNTY MACOMB TOWNSHIP 00022,502
MACOMB COUNTY MACOMB TOWNSHIP 00023,441
MACOMB COUNTY MACOMB TOWNSHIP 00024,503
MACOMB COUNTY MACOMB TOWNSHIP 00025,463
MACOMB COUNTY MACOMB TOWNSHIP 00026,378
MACOMB COUNTY MACOMB TOWNSHIP 00027,663
MACOMB COUNTY MACOMB TOWNSHIP 00028,442
MACOMB COUNTY MACOMB TOWNSHIP 00029,504
MACOMB COUNTY MACOMB TOWNSHIP 00030,503
MACOMB COUNTY MACOMB TOWNSHIP 00031,394
MACOMB COUNTY MACOMB TOWNSHIP 00032,474
MACOMB COUNTY MACOMB TOWNSHIP 00033,455
MACOMB COUNTY MACOMB TOWNSHIP 00034,458
MACOMB COUNTY MACOMB TOWNSHIP 00035,545
MACOMB COUNTY MACOMB TOWNSHIP 00036,472
MACOMB COUNTY MACOMB TOWNSHIP 00037,402
MACOMB COUNTY MEMPHIS CITY 00001,177
MACOMB COUNTY MOUNT CLEMENS CITY 00001,361
MACOMB COUNTY MOUNT CLEMENS CITY 00002,410
MACOMB COUNTY MOUNT CLEMENS CITY 00003,867
MACOMB COUNTY MOUNT CLEMENS CITY 00004,403
MACOMB COUNTY MOUNT CLEMENS CITY 00006,918
MACOMB COUNTY MOUNT CLEMENS CITY 00009,493
MACOMB COUNTY NEW BALTIMORE CITY 00001,405
MACOMB COUNTY NEW BALTIMORE CITY 00002,356
MACOMB COUNTY NEW BALTIMORE CITY 00003,726
MACOMB COUNTY NEW BALTIMORE CITY 00004,663
MACOMB COUNTY NEW BALTIMORE CITY 00005,552
MACOMB COUNTY RAY TOWNSHIP 00001,383
MACOMB COUNTY RAY TOWNSHIP 00002,523
MACOMB COUNTY RICHMOND CITY 00001,693
MACOMB COUNTY RICHMOND CITY 00002,587
MACOMB COUNTY RICHMOND TOWNSHIP 00001,386
MACOMB COUNTY RICHMOND TOWNSHIP 00002,471
MACOMB COUNTY ROSEVILLE CITY 00001,733
MACOMB COUNTY ROSEVILLE CITY 00002,871
MACOMB COUNTY ROSEVILLE CITY 00003,674
MACOMB COUNTY ROSEVILLE CITY 00004,372
MACOMB COUNTY ROSEVILLE CITY 00005,723
MACOMB COUNTY ROSEVILLE CITY 00006,932
MACOMB COUNTY ROSEVILLE CITY 00007,957
MACOMB COUNTY ROSEVILLE CITY 00008,839
MACOMB COUNTY ROSEVILLE CITY 00009,811
MACOMB COUNTY ROSEVILLE CITY 00010,465
MACOMB COUNTY ROSEVILLE CITY 00011,729
MACOMB COUNTY ROSEVILLE CITY 00012,518
MACOMB COUNTY ROSEVILLE CITY 00013,368
MACOMB COUNTY ROSEVILLE CITY 00014,506
MACOMB COUNTY ROSEVILLE CITY 00015,758
MACOMB COUNTY ST CLAIR SHORES CITY 00001,838
MACOMB COUNTY ST CLAIR SHORES CITY 00002,807
MACOMB COUNTY ST CLAIR SHORES CITY 00003,789
MACOMB COUNTY ST CLAIR SHORES CITY 00004,764
MACOMB COUNTY ST CLAIR SHORES CITY 00005,720
MACOMB COUNTY ST CLAIR SHORES CITY 00006,734
MACOMB COUNTY ST CLAIR SHORES CITY 00007,497
MACOMB COUNTY ST CLAIR SHORES CITY 00008,628
MACOMB COUNTY ST CLAIR SHORES CITY 00009,426
MACOMB COUNTY ST CLAIR SHORES CITY 00010,808
MACOMB COUNTY ST CLAIR SHORES CITY 00011,304
MACOMB COUNTY ST CLAIR SHORES CITY 00012,747
MACOMB COUNTY ST CLAIR SHORES CITY 00013,836
MACOMB COUNTY ST CLAIR SHORES CITY 00014,305
MACOMB COUNTY ST CLAIR SHORES CITY 00015,771
MACOMB COUNTY ST CLAIR SHORES CITY 00016,710
MACOMB COUNTY ST CLAIR SHORES CITY 00017,797
MACOMB COUNTY ST CLAIR SHORES CITY 00018,630
MACOMB COUNTY ST CLAIR SHORES CITY 00019,507
MACOMB COUNTY ST CLAIR SHORES CITY 00020,350
MACOMB COUNTY ST CLAIR SHORES CITY 00021,590
MACOMB COUNTY ST CLAIR SHORES CITY 00022,473
MACOMB COUNTY ST CLAIR SHORES CITY 00023,641
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00001,848
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00002,726
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00003,351
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00004,533
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00005,425
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00006,600
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00007,513
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00008,301
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00009,491
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00010,473
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00011,710
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00012,352
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00013,297
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00014,714
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00015,663
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00016,761
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00017,785
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00018,564
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00019,500
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00020,475
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00021,532
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00022,790
MACOMB COUNTY SHELBY CHARTER TOWNSHIP 00023,680
