Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
1653,Tabulator B,Batch 2,555,Tabulator B-Batch 2-555,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1654,Tabulator B,Batch 2,556,Tabulator B-Batch 2-556,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1655,Tabulator B,Batch 2,557,Tabulator B-Batch 2-557,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1656,Tabulator B,Batch 2,558,Tabulator B-Batch 2-558,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1657,Tabulator B,Batch 2,559,Tabulator B-Batch 2-559,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1658,Tabulator B,Batch 2,560,Tabulator B-Batch 2-560,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1659,Tabulator B,Batch 2,561,Tabulator B-Batch 2-561,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1660,Tabulator B,Batch 2,562,Tabulator B-Batch 2-562,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1661,Tabulator B,Batch 2,563,Tabulator B-Batch 2-563,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1662,Tabulator B,Batch 2,564,Tabulator B-Batch 2-564,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1663,Tabulator B,Batch 2,565,Tabulator B-Batch 2-565,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1664,Tabulator B,Batch 2,566,Tabulator B-Batch 2-566,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1665,Tabulator B,Batch 2,567,Tabulator B-Batch 2-567,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1666,Tabulator B,Batch 2,568,Tabulator B-Batch 2-568,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1667,Tabulator B,Batch 2,569,Tabulator B-Batch 2-569,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1668,Tabulator B,Batch 2,570,Tabulator B-Batch 2-570,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1669,Tabulator B,Batch 2,571,Tabulator B-Batch 2-571,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1670,Tabulator B,Batch 2,572,Tabulator B-Batch 2-572,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1671,Tabulator B,Batch 2,573,Tabulator B-Batch 2-573,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1672,Tabulator B,Batch 2,574,Tabulator B-Batch 2-574,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1673,Tabulator B,Batch 2,575,Tabulator B-Batch 2-575,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1674,Tabulator B,Batch 2,576,Tabulator B-Batch 2-576,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1675,Tabulator B,Batch 2,577,Tabulator B-Batch 2-577,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1676,Tabulator B,Batch 2,578,Tabulator B-Batch 2-578,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1677,Tabulator B,Batch 2,579,Tabulator B-Batch 2-579,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1678,Tabulator B,Batch 2,580,Tabulator B-Batch 2-580,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1679,Tabulator B,Batch 2,581,Tabulator B-Batch 2-581,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1680,Tabulator B,Batch 2,582,Tabulator B-Batch 2-582,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1681,Tabulator B,Batch 2,583,Tabulator B-Batch 2-583,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1682,Tabulator B,Batch 2,584,Tabulator B-Batch 2-584,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1683,Tabulator B,Batch 2,585,Tabulator B-Batch 2-585,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1684,Tabulator B,Batch 2,586,Tabulator B-Batch 2-586,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1685,Tabulator B,Batch 2,587,Tabulator B-Batch 2-587,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1686,Tabulator B,Batch 2,588,Tabulator B-Batch 2-588,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1687,Tabulator B,Batch 2,589,Tabulator B-Batch 2-589,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1688,Tabulator C,Batch 3,1,Tabulator C-Batch 3-1,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1689,Tabulator C,Batch 3,2,Tabulator C-Batch 3-2,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1690,Tabulator C,Batch 3,3,Tabulator C-Batch 3-3,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1691,Tabulator C,Batch 3,4,Tabulator C-Batch 3-4,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1692,Tabulator C,Batch 3,5,Tabulator C-Batch 3-5,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1693,Tabulator C,Batch 3,6,Tabulator C-Batch 3-6,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1694,Tabulator C,Batch 3,7,Tabulator C-Batch 3-7,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1695,Tabulator C,Batch 3,8,Tabulator C-Batch 3-8,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1696,Tabulator C,Batch 3,9,Tabulator C-Batch 3-9,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1697,Tabulator C,Batch 3,10,Tabulator C-Batch 3-10,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1698,Tabulator C,Batch 3,11,Tabulator C-Batch 3-11,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1699,Tabulator C,Batch 3,12,Tabulator C-Batch 3-12,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1700,Tabulator C,Batch 3,13,Tabulator C-Batch 3-13,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1701,Tabulator C,Batch 3,14,Tabulator C-Batch 3-14,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1702,Tabulator C,Batch 3,15,Tabulator C-Batch 3-15,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1703,Tabulator C,Batch 3,16,Tabulator C-Batch 3-16,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1704,Tabulator C,Batch 3,17,Tabulator C-Batch 3-17,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1705,Tabulator C,Batch 3,18,Tabulator C-Batch 3-18,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1706,Tabulator C,Batch 3,19,Tabulator C-Batch 3-19,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1707,Tabulator C,Batch 3,20,Tabulator C-Batch 3-20,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1708,Tabulator C,Batch 3,21,Tabulator C-Batch 3-21,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1709,Tabulator C,Batch 3,22,Tabulator C-Batch 3-22,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1710,Tabulator C,Batch 3,23,Tabulator C-Batch 3-23,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1711,Tabulator C,Batch 3,24,Tabulator C-Batch 3-24,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1712,Tabulator C,Batch 3,25,Tabulator C-Batch 3-25,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1713,Tabulator C,Batch 3,26,Tabulator C-Batch 3-26,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1714,Tabulator C,Batch 3,27,Tabulator C-Batch 3-27,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1715,Tabulator C,Batch 3,28,Tabulator C-Batch 3-28,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1716,Tabulator C,Batch 3,29,Tabulator C-Batch 3-29,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1717,Tabulator C,Batch 3,30,Tabulator C-Batch 3-30,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
1718,Tabulator C,Batch 3,31,Tabulator C-Batch 3-31,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1719,Tabulator C,Batch 3,32,Tabulator C-Batch 3-32,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1720,Tabulator C,Batch 3,33,Tabulator C-Batch 3-33,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1721,Tabulator C,Batch 3,34,Tabulator C-Batch 3-34,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1722,Tabulator C,Batch 3,35,Tabulator C-Batch 3-35,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1723,Tabulator C,Batch 3,36,Tabulator C-Batch 3-36,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1724,Tabulator C,Batch 3,37,Tabulator C-Batch 3-37,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1725,Tabulator C,Batch 3,38,Tabulator C-Batch 3-38,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1726,Tabulator C,Batch 3,39,Tabulator C-Batch 3-39,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1727,Tabulator C,Batch 3,40,Tabulator C-Batch 3-40,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1728,Tabulator C,Batch 3,41,Tabulator C-Batch 3-41,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1729,Tabulator C,Batch 3,42,Tabulator C-Batch 3-42,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1730,Tabulator C,Batch 3,43,Tabulator C-Batch 3-43,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1731,Tabulator C,Batch 3,44,Tabulator C-Batch 3-44,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1732,Tabulator C,Batch 3,45,Tabulator C-Batch 3-45,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1733,Tabulator C,Batch 3,46,Tabulator C-Batch 3-46,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1734,Tabulator C,Batch 3,47,Tabulator C-Batch 3-47,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1735,Tabulator C,Batch 3,48,Tabulator C-Batch 3-48,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1736,Tabulator C,Batch 3,49,Tabulator C-Batch 3-49,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1737,Tabulator C,Batch 3,50,Tabulator C-Batch 3-50,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1738,Tabulator C,Batch 3,51,Tabulator C-Batch 3-51,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1739,Tabulator C,Batch 3,52,Tabulator C-Batch 3-52,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1740,Tabulator C,Batch 3,53,Tabulator C-Batch 3-53,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1741,Tabulator C,Batch 3,54,Tabulator C-Batch 3-54,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1742,Tabulator C,Batch 3,55,Tabulator C-Batch 3-55,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1743,Tabulator C,Batch 3,56,Tabulator C-Batch 3-56,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1744,Tabulator C,Batch 3,57,Tabulator C-Batch 3-57,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1745,Tabulator C,Batch 3,58,Tabulator C-Batch 3-58,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1746,Tabulator C,Batch 3,59,Tabulator C-Batch 3-59,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1747,Tabulator C,Batch 3,60,Tabulator C-Batch 3-60,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1748,Tabulator C,Batch 3,61,Tabulator C-Batch 3-61,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1749,Tabulator C,Batch 3,62,Tabulator C-Batch 3-62,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1750,Tabulator C,Batch 3,63,Tabulator C-Batch 3-63,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1751,Tabulator C,Batch 3,64,Tabulator C-Batch 3-64,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1752,Tabulator C,Batch 3,65,Tabulator C-Batch 3-65,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1753,Tabulator C,Batch 3,66,Tabulator C-Batch 3-66,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1754,Tabulator C,Batch 3,67,Tabulator C-Batch 3-67,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1755,Tabulator C,Batch 3,68,Tabulator C-Batch 3-68,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1756,Tabulator C,Batch 3,69,Tabulator C-Batch 3-69,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1757,Tabulator C,Batch 3,70,Tabulator C-Batch 3-70,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1758,Tabulator C,Batch 3,71,Tabulator C-Batch 3-71,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1759,Tabulator C,Batch 3,72,Tabulator C-Batch 3-72,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1760,Tabulator C,Batch 3,73,Tabulator C-Batch 3-73,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1761,Tabulator C,Batch 3,74,Tabulator C-Batch 3-74,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1762,Tabulator C,Batch 3,75,Tabulator C-Batch 3-75,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1763,Tabulator C,Batch 3,76,Tabulator C-Batch 3-76,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1764,Tabulator C,Batch 3,77,Tabulator C-Batch 3-77,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1765,Tabulator C,Batch 3,78,Tabulator C-Batch 3-78,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1766,Tabulator C,Batch 3,79,Tabulator C-Batch 3-79,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1767,Tabulator C,Batch 3,80,Tabulator C-Batch 3-80,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1768,Tabulator C,Batch 3,81,Tabulator C-Batch 3-81,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1769,Tabulator C,Batch 3,82,Tabulator C-Batch 3-82,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1770,Tabulator C,Batch 3,83,Tabulator C-Batch 3-83,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1771,Tabulator C,Batch 3,84,Tabulator C-Batch 3-84,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1772,Tabulator C,Batch 3,85,Tabulator C-Batch 3-85,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1773,Tabulator C,Batch 3,86,Tabulator C-Batch 3-86,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1774,Tabulator C,Batch 3,87,Tabulator C-Batch 3-87,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1775,Tabulator C,Batch 3,88,Tabulator C-Batch 3-88,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1776,Tabulator C,Batch 3,89,Tabulator C-Batch 3-89,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1777,Tabulator C,Batch 3,90,Tabulator C-Batch 3-90,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1778,Tabulator C,Batch 3,91,Tabulator C-Batch 3-91,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1779,Tabulator C,Batch 3,92,Tabulator C-Batch 3-92,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1780,Tabulator C,Batch 3,93,Tabulator C-Batch 3-93,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1781,Tabulator C,Batch 3,94,Tabulator C-Batch 3-94,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1782,Tabulator C,Batch 3,95,Tabulator C-Batch 3-95,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1783,Tabulator C,Batch 3,96,Tabulator C-Batch 3-96,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1784,Tabulator C,Batch 3,97,Tabulator C-Batch 3-97,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1785,Tabulator C,Batch 3,98,Tabulator C-Batch 3-98,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1786,Tabulator C,Batch 3,99,Tabulator C-Batch 3-99,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1787,Tabulator C,Batch 3,100,Tabulator C-Batch 3-100,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1788,Tabulator C,Batch 3,101,Tabulator C-Batch 3-101,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1789,Tabulator C,Batch 3,102,Tabulator C-Batch 3-102,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1790,Tabulator C,Batch 3,103,Tabulator C-Batch 3-103,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1791,Tabulator C,Batch 3,104,Tabulator C-Batch 3-104,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1792,Tabulator C,Batch 3,105,Tabulator C-Batch 3-105,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1793,Tabulator C,Batch 3,106,Tabulator C-Batch 3-106,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1794,Tabulator C,Batch 3,107,Tabulator C-Batch 3-107,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1795,Tabulator C,Batch 3,108,Tabulator C-Batch 3-108,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1796,Tabulator C,Batch 3,109,Tabulator C-Batch 3-109,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1797,Tabulator C,Batch 3,110,Tabulator C-Batch 3-110,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1798,Tabulator C,Batch 3,111,Tabulator C-Batch 3-111,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1799,Tabulator C,Batch 3,112,Tabulator C-Batch 3-112,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1800,Tabulator C,Batch 3,113,Tabulator C-Batch 3-113,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1801,Tabulator C,Batch 3,114,Tabulator C-Batch 3-114,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1802,Tabulator C,Batch 3,115,Tabulator C-Batch 3-115,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1803,Tabulator C,Batch 3,116,Tabulator C-Batch 3-116,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1804,Tabulator C,Batch 3,117,Tabulator C-Batch 3-117,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1805,Tabulator C,Batch 3,118,Tabulator C-Batch 3-118,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1806,Tabulator C,Batch 3,119,Tabulator C-Batch 3-119,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1807,Tabulator C,Batch 3,120,Tabulator C-Batch 3-120,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1808,Tabulator C,Batch 3,121,Tabulator C-Batch 3-121,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1809,Tabulator C,Batch 3,122,Tabulator C-Batch 3-122,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1810,Tabulator C,Batch 3,123,Tabulator C-Batch 3-123,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1811,Tabulator C,Batch 3,124,Tabulator C-Batch 3-124,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1812,Tabulator C,Batch 3,125,Tabulator C-Batch 3-125,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1813,Tabulator C,Batch 3,126,Tabulator C-Batch 3-126,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1814,Tabulator C,Batch 3,127,Tabulator C-Batch 3-127,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1815,Tabulator C,Batch 3,128,Tabulator C-Batch 3-128,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1816,Tabulator C,Batch 3,129,Tabulator C-Batch 3-129,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1817,Tabulator C,Batch 3,130,Tabulator C-Batch 3-130,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1818,Tabulator C,Batch 3,131,Tabulator C-Batch 3-131,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1819,Tabulator C,Batch 3,132,Tabulator C-Batch 3-132,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1820,Tabulator C,Batch 3,133,Tabulator C-Batch 3-133,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1821,Tabulator C,Batch 3,134,Tabulator C-Batch 3-134,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1822,Tabulator C,Batch 3,135,Tabulator C-Batch 3-135,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1823,Tabulator C,Batch 3,136,Tabulator C-Batch 3-136,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1824,Tabulator C,Batch 3,137,Tabulator C-Batch 3-137,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1825,Tabulator C,Batch 3,138,Tabulator C-Batch 3-138,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1826,Tabulator C,Batch 3,139,Tabulator C-Batch 3-139,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1827,Tabulator C,Batch 3,140,Tabulator C-Batch 3-140,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1828,Tabulator C,Batch 3,141,Tabulator C-Batch 3-141,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1829,Tabulator C,Batch 3,142,Tabulator C-Batch 3-142,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1830,Tabulator C,Batch 3,143,Tabulator C-Batch 3-143,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1831,Tabulator C,Batch 3,144,Tabulator C-Batch 3-144,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1832,Tabulator C,Batch 3,145,Tabulator C-Batch 3-145,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1833,Tabulator C,Batch 3,146,Tabulator C-Batch 3-146,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1834,Tabulator C,Batch 3,147,Tabulator C-Batch 3-147,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1835,Tabulator C,Batch 3,148,Tabulator C-Batch 3-148,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1836,Tabulator C,Batch 3,149,Tabulator C-Batch 3-149,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1837,Tabulator C,Batch 3,150,Tabulator C-Batch 3-150,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1838,Tabulator C,Batch 3,151,Tabulator C-Batch 3-151,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1839,Tabulator C,Batch 3,152,Tabulator C-Batch 3-152,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1840,Tabulator C,Batch 3,153,Tabulator C-Batch 3-153,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1841,Tabulator C,Batch 3,154,Tabulator C-Batch 3-154,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1842,Tabulator C,Batch 3,155,Tabulator C-Batch 3-155,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1843,Tabulator C,Batch 3,156,Tabulator C-Batch 3-156,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1844,Tabulator C,Batch 3,157,Tabulator C-Batch 3-157,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1845,Tabulator C,Batch 3,158,Tabulator C-Batch 3-158,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1846,Tabulator C,Batch 3,159,Tabulator C-Batch 3-159,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1847,Tabulator C,Batch 3,160,Tabulator C-Batch 3-160,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1848,Tabulator C,Batch 3,161,Tabulator C-Batch 3-161,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1849,Tabulator C,Batch 3,162,Tabulator C-Batch 3-162,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1850,Tabulator C,Batch 3,163,Tabulator C-Batch 3-163,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1851,Tabulator C,Batch 3,164,Tabulator C-Batch 3-164,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
